"Store","Date","Sales_wkly","Temperature","Fuel_Price","CPI","Unemployment","IsHoliday","Type","Size","Weekday","Month"
1,2010-02-12,1641957.44,3.6,2.548,211.2421698,8.106,TRUE,"Supercenter",14057,"Fri","Feb"
1,2010-03-12,1440239.59,14.3,2.667,211.3806429,8.106,FALSE,"Supercenter",14057,"Fri","Mar"
1,2011-08-12,1525147.09,32.6,3.638,215.6057878,7.962,FALSE,"Supercenter",14057,"Fri","Aug"
1,2012-10-12,1573072.81,17.2,3.601,223.3812965,6.573,FALSE,"Supercenter",14057,"Fri","Oct"
1,2010-11-12,1494479.49,15.3,2.728,212.003944,7.838,FALSE,"Supercenter",14057,"Fri","Nov"
1,2012-01-13,1459601.17,9.2,3.261,219.8925263,7.348,FALSE,"Supercenter",14057,"Fri","Jan"
1,2012-04-13,1621031.7,20.6,3.891,221.5102105,7.143,FALSE,"Supercenter",14057,"Fri","Apr"
1,2011-05-13,1604775.58,24.2,3.899,215.9640526,7.682,FALSE,"Supercenter",14057,"Fri","May"
1,2012-07-13,1527014.04,25.1,3.256,221.9241579,6.908,FALSE,"Supercenter",14057,"Fri","Jul"
1,2010-08-13,1508237.76,30.6,2.692,211.6394211,7.787,FALSE,"Supercenter",14057,"Fri","Aug"
1,2011-01-14,1391013.96,1.9,2.983,211.4574109,7.742,FALSE,"Supercenter",14057,"Fri","Jan"
1,2010-05-14,1494251.5,23.8,2.854,210.3374261,7.808,FALSE,"Supercenter",14057,"Fri","May"
1,2012-09-14,1517428.87,23.9,3.717,222.5820193,6.908,FALSE,"Supercenter",14057,"Fri","Sep"
1,2011-10-14,1494023.93,22.1,3.274,217.3552733,7.866,FALSE,"Supercenter",14057,"Fri","Oct"
1,2011-04-15,1559889,21.8,3.743,215.2918561,7.682,FALSE,"Supercenter",14057,"Fri","Apr"
1,2012-06-15,1630607,26.3,3.393,221.7626421,7.143,FALSE,"Supercenter",14057,"Fri","Jun"
1,2011-07-15,1455119.97,31.4,3.575,215.3611087,7.962,FALSE,"Supercenter",14057,"Fri","Jul"
1,2010-10-15,1459409.1,19.5,2.72,211.8137436,7.838,FALSE,"Supercenter",14057,"Fri","Oct"
1,2012-03-16,1677671.78,18.2,3.734,221.2118132,7.348,FALSE,"Supercenter",14057,"Fri","Mar"
1,2010-04-16,1466058.28,19.1,2.808,210.4887,7.808,FALSE,"Supercenter",14057,"Fri","Apr"
1,2010-07-16,1448938.92,28.4,2.623,211.1003854,7.787,FALSE,"Supercenter",14057,"Fri","Jul"
1,2011-09-16,1514259.78,26.6,3.526,216.0410526,7.962,FALSE,"Supercenter",14057,"Fri","Sep"
1,2011-12-16,1881176.67,10.9,3.159,219.1794533,7.866,FALSE,"Supercenter",14057,"Fri","Dec"
1,2012-02-17,1820068,7.4,3.51,220.4257586,7.348,FALSE,"Supercenter",14057,"Fri","Feb"
1,2011-06-17,1532114.86,30.2,3.637,214.9980596,7.682,FALSE,"Supercenter",14057,"Fri","Jun"
1,2012-08-17,1597868.05,29.4,3.571,222.0384109,6.908,FALSE,"Supercenter",14057,"Fri","Aug"
1,2010-09-17,1430378.67,27.8,2.582,211.5224596,7.787,FALSE,"Supercenter",14057,"Fri","Sep"
1,2010-12-17,1891034.93,9.9,2.869,211.4053124,7.838,FALSE,"Supercenter",14057,"Fri","Dec"
1,2011-02-18,1686842.78,14.1,3.045,213.2478853,7.742,FALSE,"Supercenter",14057,"Fri","Feb"
1,2011-03-18,1576818.06,17.1,3.488,214.3627114,7.742,FALSE,"Supercenter",14057,"Fri","Mar"
1,2012-05-18,1595901.87,21.3,3.63,221.742674,7.143,FALSE,"Supercenter",14057,"Fri","May"
1,2010-06-18,1503284.06,29,2.637,211.4537719,7.808,FALSE,"Supercenter",14057,"Fri","Jun"
1,2011-11-18,1539483.7,16.8,3.308,218.2205088,7.866,FALSE,"Supercenter",14057,"Fri","Nov"
1,2010-02-19,1612831.17,4.4,2.514,211.2891429,8.106,FALSE,"Supercenter",14057,"Fri","Feb"
1,2010-03-19,1472515.79,12.5,2.72,211.215635,8.106,FALSE,"Supercenter",14057,"Fri","Mar"
1,2011-08-19,1530761.43,32.2,3.554,215.6693107,7.962,FALSE,"Supercenter",14057,"Fri","Aug"
1,2012-10-19,1508068.77,20,3.594,223.4257233,6.573,FALSE,"Supercenter",14057,"Fri","Oct"
1,2010-11-19,1483784.18,10.8,2.771,211.8896737,7.838,FALSE,"Supercenter",14057,"Fri","Nov"
1,2012-01-20,1394393.84,12.3,3.268,219.9856893,7.348,FALSE,"Supercenter",14057,"Fri","Jan"
1,2012-04-20,1521577.87,19.3,3.877,221.5640737,7.143,FALSE,"Supercenter",14057,"Fri","Apr"
1,2011-05-20,1428233.27,19.8,3.907,215.7339202,7.682,FALSE,"Supercenter",14057,"Fri","May"
1,2012-07-20,1497954.76,26.9,3.311,221.9327267,6.908,FALSE,"Supercenter",14057,"Fri","Jul"
1,2010-08-20,1513080.49,30.4,2.664,211.6033633,7.787,FALSE,"Supercenter",14057,"Fri","Aug"
1,2011-01-21,1327455.42,6.7,3.016,211.8272343,7.742,FALSE,"Supercenter",14057,"Fri","Jan"
1,2010-05-21,1399662.07,24.7,2.826,210.6170934,7.808,FALSE,"Supercenter",14057,"Fri","May"
1,2012-09-21,1506126.06,21,3.721,222.7818386,6.908,FALSE,"Supercenter",14057,"Fri","Sep"
1,2011-10-21,1502562.78,17.6,3.353,217.5159762,7.866,FALSE,"Supercenter",14057,"Fri","Oct"
1,2011-04-22,1564819.81,22.8,3.807,215.4599053,7.682,FALSE,"Supercenter",14057,"Fri","Apr"
1,2012-06-22,1527845.81,25.8,3.346,221.8030211,7.143,FALSE,"Supercenter",14057,"Fri","Jun"
1,2011-07-22,1396926.82,29.9,3.651,215.4222784,7.962,FALSE,"Supercenter",14057,"Fri","Jul"
1,2010-10-22,1345454,21,2.725,211.8612937,7.838,FALSE,"Supercenter",14057,"Fri","Oct"
1,2012-03-23,1511291.07,18.9,3.787,221.2864126,7.348,FALSE,"Supercenter",14057,"Fri","Mar"
1,2010-04-23,1391256.12,18.2,2.795,210.4391228,7.808,FALSE,"Supercenter",14057,"Fri","Apr"
1,2010-07-23,1385065.2,28.5,2.608,211.2351443,7.787,FALSE,"Supercenter",14057,"Fri","Jul"
1,2011-09-23,1380020.27,24.3,3.467,216.3758246,7.962,FALSE,"Supercenter",14057,"Fri","Sep"
1,2011-12-23,2270686.99,8.9,3.112,219.3577216,7.866,FALSE,"Supercenter",14057,"Fri","Dec"
1,2012-02-24,1539387.83,14,3.555,220.636902,7.348,FALSE,"Supercenter",14057,"Fri","Feb"
1,2011-06-24,1438830.15,28.7,3.594,215.0910982,7.682,FALSE,"Supercenter",14057,"Fri","Jun"
1,2012-08-24,1494122.38,25.4,3.62,222.1719457,6.908,FALSE,"Supercenter",14057,"Fri","Aug"
1,2010-09-24,1351791.03,27.2,2.624,211.5972246,7.787,FALSE,"Supercenter",14057,"Fri","Sep"
1,2010-12-24,2387950.2,11.3,2.886,211.4051222,7.838,FALSE,"Supercenter",14057,"Fri","Dec"
1,2011-02-25,1456800.28,17.2,3.065,213.535609,7.742,FALSE,"Supercenter",14057,"Fri","Feb"
1,2011-03-25,1541102.38,21.1,3.473,214.5999389,7.742,FALSE,"Supercenter",14057,"Fri","Mar"
1,2012-05-25,1555444.55,25.1,3.561,221.744944,7.143,FALSE,"Supercenter",14057,"Fri","May"
1,2010-06-25,1422711.6,29.1,2.653,211.3386526,7.808,FALSE,"Supercenter",14057,"Fri","Jun"
1,2011-11-25,2033320.66,15.6,3.236,218.4676211,7.866,TRUE,"Supercenter",14057,"Fri","Nov"
1,2010-02-26,1409727.59,8.1,2.561,211.3196429,8.106,FALSE,"Supercenter",14057,"Fri","Feb"
1,2010-03-26,1404429.92,10.8,2.732,211.0180424,8.106,FALSE,"Supercenter",14057,"Fri","Mar"
1,2011-08-26,1464693.46,31.1,3.523,215.7332258,7.962,FALSE,"Supercenter",14057,"Fri","Aug"
1,2012-10-26,1493659.74,20.6,3.506,223.4442513,6.573,FALSE,"Supercenter",14057,"Fri","Oct"
1,2010-11-26,1955624.11,18.1,2.735,211.7484333,7.838,TRUE,"Supercenter",14057,"Fri","Nov"
1,2012-01-27,1319325.59,12.4,3.29,220.0788523,7.348,FALSE,"Supercenter",14057,"Fri","Jan"
1,2012-04-27,1468928.37,19.6,3.814,221.6179368,7.143,FALSE,"Supercenter",14057,"Fri","Apr"
1,2011-05-27,1466046.67,25.4,3.786,215.5037878,7.682,FALSE,"Supercenter",14057,"Fri","May"
1,2012-07-27,1439123.71,28.1,3.407,221.9412954,6.908,FALSE,"Supercenter",14057,"Fri","Jul"
1,2010-08-27,1449142.92,29.6,2.619,211.5673056,7.787,FALSE,"Supercenter",14057,"Fri","Aug"
1,2011-01-28,1316899.31,6.6,3.01,212.1970577,7.742,FALSE,"Supercenter",14057,"Fri","Jan"
1,2010-05-28,1432069.95,26.9,2.759,210.8967606,7.808,FALSE,"Supercenter",14057,"Fri","May"
1,2012-09-28,1437059.26,24.5,3.666,222.9816579,6.908,FALSE,"Supercenter",14057,"Fri","Sep"
1,2011-10-28,1445249.09,19.2,3.372,217.6766791,7.866,FALSE,"Supercenter",14057,"Fri","Oct"
1,2011-04-29,1455090.69,22.2,3.81,215.6279544,7.682,FALSE,"Supercenter",14057,"Fri","Apr"
1,2012-06-29,1540421.49,29.4,3.286,221.8434,7.143,FALSE,"Supercenter",14057,"Fri","Jun"
1,2011-07-29,1352219.79,30.5,3.682,215.4834482,7.962,FALSE,"Supercenter",14057,"Fri","Jul"
1,2010-10-29,1384209.22,20.9,2.716,211.9088438,7.838,FALSE,"Supercenter",14057,"Fri","Oct"
1,2012-03-30,1649604.63,19.8,3.845,221.3610119,7.348,FALSE,"Supercenter",14057,"Fri","Mar"
1,2010-04-30,1425100.71,19.7,2.78,210.3895456,7.808,FALSE,"Supercenter",14057,"Fri","Apr"
1,2010-07-30,1371986.6,27.7,2.64,211.3699032,7.787,FALSE,"Supercenter",14057,"Fri","Jul"
1,2011-09-30,1394561.83,26.5,3.355,216.7105965,7.962,FALSE,"Supercenter",14057,"Fri","Sep"
1,2011-12-30,1497462.72,7,3.129,219.5359898,7.866,TRUE,"Supercenter",14057,"Fri","Dec"
1,2012-08-31,1582083.4,26.9,3.638,222.3054805,6.908,FALSE,"Supercenter",14057,"Fri","Aug"
1,2010-12-31,1367320.01,9.1,2.943,211.4049321,7.838,TRUE,"Supercenter",14057,"Fri","Dec"
2,2011-04-01,1800171.36,13,3.524,214.4886908,7.931,FALSE,"Supercenter",18794,"Fri","Apr"
2,2012-06-01,1910094.34,25.8,3.501,221.3852748,6.891,FALSE,"Supercenter",18794,"Fri","Jun"
2,2011-07-01,1866243,29.8,3.524,214.8368678,7.852,FALSE,"Supercenter",18794,"Fri","Jul"
2,2010-10-01,1827440.43,20.7,2.603,211.3298742,8.163,FALSE,"Supercenter",18794,"Fri","Oct"
2,2012-03-02,1952555.66,14.9,3.63,220.4866886,7.057,FALSE,"Supercenter",18794,"Fri","Mar"
2,2010-04-02,2066187.72,17.4,2.719,210.4798874,8.2,FALSE,"Supercenter",18794,"Fri","Apr"
2,2010-07-02,2003940.64,28.2,2.669,210.8803726,8.099,FALSE,"Supercenter",18794,"Fri","Jul"
2,2011-09-02,1809119.7,32,3.533,215.4508632,7.852,FALSE,"Supercenter",18794,"Fri","Sep"
2,2011-12-02,1954952,9.3,3.172,218.3590319,7.441,FALSE,"Supercenter",18794,"Fri","Dec"
2,2012-02-03,1935299.94,12.9,3.36,219.8118854,7.057,FALSE,"Supercenter",18794,"Fri","Feb"
2,2011-06-03,1933776.21,28.4,3.699,214.9254865,7.931,FALSE,"Supercenter",18794,"Fri","Jun"
2,2012-08-03,1946104.64,32.3,3.417,221.5869799,6.565,FALSE,"Supercenter",18794,"Fri","Aug"
2,2010-09-03,1904608.09,27.7,2.577,211.1886931,8.099,FALSE,"Supercenter",18794,"Fri","Sep"
2,2010-12-03,2015781.27,9.6,2.708,211.265543,8.163,FALSE,"Supercenter",18794,"Fri","Dec"
2,2011-02-04,1929565.23,3.5,2.989,212.2240646,8.028,FALSE,"Supercenter",18794,"Fri","Feb"
2,2011-03-04,1981607.78,14.3,3.288,213.4775305,8.028,FALSE,"Supercenter",18794,"Fri","Mar"
2,2012-05-04,1923957.09,24.9,3.749,221.3095166,6.891,FALSE,"Supercenter",18794,"Fri","May"
2,2010-06-04,2102539.93,27.7,2.705,210.833616,8.2,FALSE,"Supercenter",18794,"Fri","Jun"
2,2011-11-04,1959707.9,13.1,3.332,217.4853605,7.441,FALSE,"Supercenter",18794,"Fri","Nov"
2,2010-02-05,2136989.46,4.5,2.572,210.7526053,8.324,FALSE,"Supercenter",18794,"Fri","Feb"
2,2010-03-05,1991013.13,8.4,2.625,211.0067542,8.324,FALSE,"Supercenter",18794,"Fri","Mar"
2,2011-08-05,1876704.26,34.1,3.684,215.1978515,7.852,FALSE,"Supercenter",18794,"Fri","Aug"
2,2012-10-05,1998321.04,21.3,3.617,222.8159296,6.17,FALSE,"Supercenter",18794,"Fri","Oct"
2,2010-11-05,1939061.41,14.4,2.689,211.6135053,8.163,FALSE,"Supercenter",18794,"Fri","Nov"
2,2012-01-06,1799520.14,8.2,3.157,219.355063,7.057,FALSE,"Supercenter",18794,"Fri","Jan"
2,2012-04-06,2129035.91,20.2,3.891,221.0737638,6.891,FALSE,"Supercenter",18794,"Fri","Apr"
2,2011-05-06,1837743.6,16.4,3.906,215.4448709,7.931,FALSE,"Supercenter",18794,"Fri","May"
2,2012-07-06,2041535.4,29,3.227,221.5215064,6.565,FALSE,"Supercenter",18794,"Fri","Jul"
2,2010-08-06,1991909.98,32,2.627,211.1608049,8.099,FALSE,"Supercenter",18794,"Fri","Aug"
2,2011-01-07,1758050.79,7,2.976,211.0648881,8.028,FALSE,"Supercenter",18794,"Fri","Jan"
2,2010-05-07,2042582.69,21.8,2.835,210.0011018,8.2,FALSE,"Supercenter",18794,"Fri","May"
2,2012-09-07,1898777.07,30.9,3.73,222.0747635,6.565,TRUE,"Supercenter",18794,"Fri","Sep"
2,2011-10-07,1837553.43,21.1,3.285,216.6958311,7.441,FALSE,"Supercenter",18794,"Fri","Oct"
2,2011-04-08,1847552.61,19.4,3.622,214.7252242,7.931,FALSE,"Supercenter",18794,"Fri","Apr"
2,2012-06-08,2010216.49,25.9,3.452,221.3877467,6.891,FALSE,"Supercenter",18794,"Fri","Jun"
2,2011-07-08,1853161.99,30.9,3.48,214.9296249,7.852,FALSE,"Supercenter",18794,"Fri","Jul"
2,2010-10-08,1849921.44,17.3,2.633,211.4044906,8.163,FALSE,"Supercenter",18794,"Fri","Oct"
2,2012-03-09,1937628.26,14,3.669,220.6974332,7.057,FALSE,"Supercenter",18794,"Fri","Mar"
2,2010-04-09,1954807.21,18.6,2.77,210.2831653,8.2,FALSE,"Supercenter",18794,"Fri","Apr"
2,2010-07-09,1880902.62,28.1,2.642,210.7657317,8.099,FALSE,"Supercenter",18794,"Fri","Jul"
2,2011-09-09,1748000.65,25.5,3.546,215.5148295,7.852,TRUE,"Supercenter",18794,"Fri","Sep"
2,2011-12-09,2290571.82,5.4,3.158,218.605037,7.441,FALSE,"Supercenter",18794,"Fri","Dec"
2,2012-02-10,2103322.68,8.3,3.409,219.9049073,7.057,TRUE,"Supercenter",18794,"Fri","Feb"
2,2011-06-10,1929153.16,28.6,3.648,214.6964908,7.931,FALSE,"Supercenter",18794,"Fri","Jun"
2,2012-08-10,1866719.96,31.4,3.494,221.5954138,6.565,FALSE,"Supercenter",18794,"Fri","Aug"
2,2010-09-10,1839128.83,26.2,2.565,211.1532104,8.099,TRUE,"Supercenter",18794,"Fri","Sep"
2,2010-12-10,2378726.55,7.5,2.843,211.1247993,8.163,FALSE,"Supercenter",18794,"Fri","Dec"
2,2011-02-11,2168041.61,0.7,3.022,212.5928624,8.028,TRUE,"Supercenter",18794,"Fri","Feb"
2,2011-03-11,1879107.31,11.5,3.459,213.7646401,8.028,FALSE,"Supercenter",18794,"Fri","Mar"
2,2012-05-11,1917520.99,23.3,3.688,221.3632212,6.891,FALSE,"Supercenter",18794,"Fri","May"
2,2010-06-11,2025538.76,28.6,2.668,211.1120018,8.2,FALSE,"Supercenter",18794,"Fri","Jun"
2,2011-11-11,1920725.15,15.2,3.297,217.6455387,7.441,FALSE,"Supercenter",18794,"Fri","Nov"
2,2010-02-12,2137809.5,3.6,2.548,210.8979935,8.324,TRUE,"Supercenter",18794,"Fri","Feb"
2,2010-03-12,1990486.78,14.2,2.667,211.037551,8.324,FALSE,"Supercenter",18794,"Fri","Mar"
2,2011-08-12,1812768.26,33.1,3.638,215.2593211,7.852,FALSE,"Supercenter",18794,"Fri","Aug"
2,2012-10-12,1900745.13,16.1,3.601,223.0154263,6.17,FALSE,"Supercenter",18794,"Fri","Oct"
2,2010-11-12,1916818.9,15.4,2.728,211.6608975,8.163,FALSE,"Supercenter",18794,"Fri","Nov"
2,2012-01-13,1744725.48,7.8,3.261,219.5328198,7.057,FALSE,"Supercenter",18794,"Fri","Jan"
2,2012-04-13,1935869.1,20,3.891,221.1484028,6.891,FALSE,"Supercenter",18794,"Fri","Apr"
2,2011-05-13,1838513.07,23.7,3.899,215.6124735,7.931,FALSE,"Supercenter",18794,"Fri","May"
2,2012-07-13,1830075.13,26.8,3.256,221.5616784,6.565,FALSE,"Supercenter",18794,"Fri","Jul"
2,2010-08-13,1895601.05,31.7,2.692,211.2951413,8.099,FALSE,"Supercenter",18794,"Fri","Aug"
2,2011-01-14,1744195.58,0.6,2.983,211.1176713,8.028,FALSE,"Supercenter",18794,"Fri","Jan"
2,2010-05-14,1880752.36,23,2.854,209.9984585,8.2,FALSE,"Supercenter",18794,"Fri","May"
2,2012-09-14,1814806.63,24.4,3.717,222.2174395,6.565,FALSE,"Supercenter",18794,"Fri","Sep"
2,2011-10-14,1743882.19,22,3.274,217.0048261,7.441,FALSE,"Supercenter",18794,"Fri","Oct"
2,2011-04-15,1856467.84,20.8,3.743,214.9420631,7.931,FALSE,"Supercenter",18794,"Fri","Apr"
2,2012-06-15,1962924.3,27,3.393,221.4009901,6.891,FALSE,"Supercenter",18794,"Fri","Jun"
2,2011-07-15,1785187.29,32.1,3.575,215.0134426,7.852,FALSE,"Supercenter",18794,"Fri","Jul"
2,2010-10-15,1795453.49,18.8,2.72,211.4713286,8.163,FALSE,"Supercenter",18794,"Fri","Oct"
2,2012-03-16,1976082.13,17.6,3.734,220.8498468,7.057,FALSE,"Supercenter",18794,"Fri","Mar"
2,2010-04-16,1874957.94,20,2.808,210.1495463,8.2,FALSE,"Supercenter",18794,"Fri","Apr"
2,2010-07-16,1845879.79,29.6,2.623,210.7577954,8.099,FALSE,"Supercenter",18794,"Fri","Jul"
2,2011-09-16,1691439.52,26,3.526,215.6944378,7.852,FALSE,"Supercenter",18794,"Fri","Sep"
2,2011-12-16,2432736.52,10.1,3.159,218.8217928,7.441,FALSE,"Supercenter",18794,"Fri","Dec"
2,2012-02-17,2196688.46,6.6,3.51,220.0651993,7.057,FALSE,"Supercenter",18794,"Fri","Feb"
2,2011-06-17,1953771.99,30.3,3.637,214.6513538,7.931,FALSE,"Supercenter",18794,"Fri","Jun"
2,2012-08-17,1928016.01,29.3,3.571,221.6751459,6.565,FALSE,"Supercenter",18794,"Fri","Aug"
2,2010-09-17,1793903.6,27.8,2.582,211.1806415,8.099,FALSE,"Supercenter",18794,"Fri","Sep"
2,2010-12-17,2609166.75,8.6,2.869,211.0645458,8.163,FALSE,"Supercenter",18794,"Fri","Dec"
2,2011-02-18,2080884.82,14.3,3.045,212.9033115,8.028,FALSE,"Supercenter",18794,"Fri","Feb"
2,2011-03-18,1902557.66,16.8,3.488,214.0156238,8.028,FALSE,"Supercenter",18794,"Fri","Mar"
2,2012-05-18,2000940.67,21.8,3.63,221.380331,6.891,FALSE,"Supercenter",18794,"Fri","May"
2,2010-06-18,2001636.96,29.9,2.637,211.1096543,8.2,FALSE,"Supercenter",18794,"Fri","Jun"
2,2011-11-18,1902762.5,16.7,3.308,217.8670218,7.441,FALSE,"Supercenter",18794,"Fri","Nov"
2,2010-02-19,2124451.54,4.3,2.514,210.9451605,8.324,FALSE,"Supercenter",18794,"Fri","Feb"
2,2010-03-19,1946070.88,12.5,2.72,210.8733316,8.324,FALSE,"Supercenter",18794,"Fri","Mar"
2,2011-08-19,1844094.59,32.1,3.554,215.3229307,7.852,FALSE,"Supercenter",18794,"Fri","Aug"
2,2012-10-19,1847990.41,20,3.594,223.0598077,6.17,FALSE,"Supercenter",18794,"Fri","Oct"
2,2010-11-19,1957837.17,10.5,2.771,211.5470304,8.163,FALSE,"Supercenter",18794,"Fri","Nov"
2,2012-01-20,1711769.11,10.9,3.268,219.6258417,7.057,FALSE,"Supercenter",18794,"Fri","Jan"
2,2012-04-20,1847376.45,18.7,3.877,221.2021074,6.891,FALSE,"Supercenter",18794,"Fri","Apr"
2,2011-05-20,1688281.86,19.5,3.907,215.3834778,7.931,FALSE,"Supercenter",18794,"Fri","May"
2,2012-07-20,1819666.46,28.5,3.311,221.5701123,6.565,FALSE,"Supercenter",18794,"Fri","Jul"
2,2010-08-20,1964833.23,31.5,2.664,211.2596586,8.099,FALSE,"Supercenter",18794,"Fri","Aug"
2,2011-01-21,1751384.9,5.2,3.016,211.4864691,8.028,FALSE,"Supercenter",18794,"Fri","Jan"
2,2010-05-21,1896937.1,23.8,2.826,210.2768443,8.2,FALSE,"Supercenter",18794,"Fri","May"
2,2012-09-21,1829415.67,21.7,3.721,222.4169362,6.565,FALSE,"Supercenter",18794,"Fri","Sep"
