"Store","Date","Temperature","Fuel_Price","MarkDown1","CPI","Unemployment","IsHoliday"
1,"29/04/2011",72.03,3.81,NA,215.6279544,7.682,FALSE
1,"06/05/2011",64.61,3.906,NA,215.7960035,7.682,FALSE
1,"13/05/2011",75.64,3.899,NA,215.9640526,7.682,FALSE
1,"20/05/2011",67.63,3.907,NA,215.7339202,7.682,FALSE
1,"27/05/2011",77.72,3.786,NA,215.5037878,7.682,FALSE
1,"03/06/2011",83,3.699,NA,215.2736553,7.682,FALSE
1,"10/06/2011",83.13,3.648,NA,215.0435229,7.682,FALSE
1,"17/06/2011",86.41,3.637,NA,214.9980596,7.682,FALSE
1,"24/06/2011",83.58,3.594,NA,215.0910982,7.682,FALSE
1,"01/07/2011",85.55,3.524,NA,215.1841368,7.962,FALSE
1,"08/07/2011",85.83,3.48,NA,215.2771754,7.962,FALSE
1,"15/07/2011",88.54,3.575,NA,215.3611087,7.962,FALSE
1,"22/07/2011",85.77,3.651,NA,215.4222784,7.962,FALSE
1,"29/07/2011",86.83,3.682,NA,215.4834482,7.962,FALSE
1,"05/08/2011",91.65,3.684,NA,215.544618,7.962,FALSE
1,"12/08/2011",90.76,3.638,NA,215.6057878,7.962,FALSE
1,"19/08/2011",89.94,3.554,NA,215.6693107,7.962,FALSE
1,"26/08/2011",87.96,3.523,NA,215.7332258,7.962,FALSE
1,"02/09/2011",87.83,3.533,NA,215.7971409,7.962,FALSE
1,"09/09/2011",76,3.546,NA,215.861056,7.962,TRUE
1,"16/09/2011",79.94,3.526,NA,216.0410526,7.962,FALSE
1,"23/09/2011",75.8,3.467,NA,216.3758246,7.962,FALSE
1,"30/09/2011",79.69,3.355,NA,216.7105965,7.962,FALSE
1,"07/10/2011",69.31,3.285,NA,217.0453684,7.866,FALSE
1,"14/10/2011",71.74,3.274,NA,217.3552733,7.866,FALSE
1,"21/10/2011",63.71,3.353,NA,217.5159762,7.866,FALSE
1,"28/10/2011",66.57,3.372,NA,217.6766791,7.866,FALSE
1,"04/11/2011",54.98,3.332,NA,217.837382,7.866,FALSE
1,"11/11/2011",59.11,3.297,10382.9,217.9980849,7.866,FALSE
1,"18/11/2011",62.25,3.308,6074.12,218.2205088,7.866,FALSE
1,"25/11/2011",60.14,3.236,410.31,218.4676211,7.866,TRUE
1,"02/12/2011",48.91,3.172,5629.51,218.7147333,7.866,FALSE
1,"09/12/2011",43.93,3.158,4640.65,218.9618456,7.866,FALSE
1,"16/12/2011",51.63,3.159,5011.32,219.1794533,7.866,FALSE
1,"23/12/2011",47.96,3.112,2725.36,219.3577216,7.866,FALSE
1,"30/12/2011",44.55,3.129,5762.1,219.5359898,7.866,TRUE
1,"06/01/2012",49.01,3.157,6277.39,219.7142581,7.348,FALSE
1,"13/01/2012",48.53,3.261,5183.29,219.8925263,7.348,FALSE
1,"20/01/2012",54.11,3.268,4139.87,219.9856893,7.348,FALSE
1,"27/01/2012",54.26,3.29,1164.46,220.0788523,7.348,FALSE
1,"03/02/2012",56.55,3.36,34577.06,220.1720153,7.348,FALSE
1,"10/02/2012",48.02,3.409,13925.06,220.2651783,7.348,TRUE
1,"17/02/2012",45.32,3.51,9873.33,220.4257586,7.348,FALSE
1,"24/02/2012",57.25,3.555,9349.61,220.636902,7.348,FALSE
1,"02/03/2012",60.96,3.63,15441.4,220.8480454,7.348,FALSE
1,"09/03/2012",58.76,3.669,10331.04,221.0591887,7.348,FALSE
1,"16/03/2012",64.74,3.734,4298.16,221.2118132,7.348,FALSE
1,"23/03/2012",65.93,3.787,6118.56,221.2864126,7.348,FALSE
1,"30/03/2012",67.61,3.845,10309.58,221.3610119,7.348,FALSE
1,"06/04/2012",70.43,3.891,10121.97,221.4356112,7.143,FALSE
1,"13/04/2012",69.07,3.891,6186.19,221.5102105,7.143,FALSE
1,"20/04/2012",66.76,3.877,2230.8,221.5640737,7.143,FALSE
1,"27/04/2012",67.23,3.814,3221.25,221.6179368,7.143,FALSE
1,"04/05/2012",75.55,3.749,21290.13,221.6718,7.143,FALSE
1,"11/05/2012",73.77,3.688,8351.4,221.7256632,7.143,FALSE
1,"18/05/2012",70.33,3.63,6154.14,221.742674,7.143,FALSE
1,"25/05/2012",77.22,3.561,4039.39,221.744944,7.143,FALSE
1,"01/06/2012",77.95,3.501,6086.21,221.7472139,7.143,FALSE
1,"08/06/2012",78.3,3.452,8813.81,221.7494839,7.143,FALSE
1,"15/06/2012",79.35,3.393,5621.99,221.7626421,7.143,FALSE
1,"22/06/2012",78.39,3.346,8624.56,221.8030211,7.143,FALSE
1,"29/06/2012",84.88,3.286,3965.73,221.8434,7.143,FALSE
1,"06/07/2012",81.57,3.227,12218.76,221.8837789,6.908,FALSE
1,"13/07/2012",77.12,3.256,7218.13,221.9241579,6.908,FALSE
1,"20/07/2012",80.42,3.311,3213,221.9327267,6.908,FALSE
1,"27/07/2012",82.66,3.407,7146.9,221.9412954,6.908,FALSE
1,"03/08/2012",86.11,3.417,27584.78,221.9498642,6.908,FALSE
1,"10/08/2012",85.05,3.494,11436.22,221.9584329,6.908,FALSE
1,"17/08/2012",84.85,3.571,3662.06,222.0384109,6.908,FALSE
1,"24/08/2012",77.66,3.62,6237.83,222.1719457,6.908,FALSE
1,"31/08/2012",80.49,3.638,21442.73,222.3054805,6.908,FALSE
1,"07/09/2012",83.96,3.73,5204.68,222.4390153,6.908,TRUE
1,"14/09/2012",74.97,3.717,17212.52,222.5820193,6.908,FALSE
1,"21/09/2012",69.87,3.721,6352.3,222.7818386,6.908,FALSE
1,"28/09/2012",76.08,3.666,3666.27,222.9816579,6.908,FALSE
1,"05/10/2012",68.55,3.617,8077.89,223.1814772,6.573,FALSE
1,"12/10/2012",62.99,3.601,2086.18,223.3812965,6.573,FALSE
1,"19/10/2012",67.97,3.594,950.33,223.4257233,6.573,FALSE
1,"26/10/2012",69.16,3.506,2585.85,223.4442513,6.573,FALSE
1,"02/11/2012",55.32,3.386,6766.44,223.4627793,6.573,FALSE
1,"09/11/2012",61.24,3.314,11421.32,223.4813073,6.573,FALSE
1,"16/11/2012",52.92,3.252,9696.28,223.5129105,6.573,FALSE
1,"23/11/2012",56.23,3.211,883.59,223.5619474,6.573,TRUE
1,"30/11/2012",52.34,3.207,2460.03,223.6109842,6.573,FALSE
1,"07/12/2012",64.12,3.198,6343.16,223.6600211,6.573,FALSE
1,"14/12/2012",48.89,3.168,3504.83,223.7192767,6.573,FALSE
1,"21/12/2012",56.02,3.098,8231.71,223.8398455,6.573,FALSE
1,"28/12/2012",44.79,3.108,12659.55,223.9604143,6.573,TRUE
1,"04/01/2013",41.73,3.161,1214.08,224.080983,6.525,FALSE
1,"11/01/2013",50.32,3.243,6520.24,224.2015518,6.525,FALSE
1,"18/01/2013",42.92,3.237,3772.69,224.2358132,6.525,FALSE
1,"25/01/2013",53.37,3.227,965.89,224.2355518,6.525,FALSE
1,"01/02/2013",56.46,3.244,9290.91,224.2352903,6.525,FALSE
1,"08/02/2013",56.67,3.417,32355.16,224.2350289,6.525,TRUE
1,"15/02/2013",49.66,3.475,72937.29,224.2760526,6.525,FALSE
1,"22/02/2013",50.25,3.597,20107.75,224.4202895,6.525,FALSE
1,"01/03/2013",48.01,3.711,10610.74,224.5645263,6.525,FALSE
1,"08/03/2013",50.81,3.658,5000.58,224.7087632,6.525,FALSE
1,"15/03/2013",55.33,3.622,3808.13,224.8356808,6.525,FALSE
1,"22/03/2013",63.42,3.611,12553.98,224.9193005,6.525,FALSE
1,"29/03/2013",51,3.606,13067.46,225.0029202,6.525,FALSE
1,"05/04/2013",58.59,3.583,12872.34,225.0865399,6.314,FALSE
1,"12/04/2013",62.72,3.529,3672.43,225.1701596,6.314,FALSE
1,"19/04/2013",67.1,3.451,3530.36,225.1701596,6.314,FALSE
1,"26/04/2013",59.23,3.417,2387.72,225.1701596,6.314,FALSE
1,"03/05/2013",66.66,3.386,2298.63,NA,NA,FALSE
1,"10/05/2013",63.9,3.392,4624.61,NA,NA,FALSE
1,"17/05/2013",69.53,3.454,16170.5,NA,NA,FALSE
1,"24/05/2013",77.19,3.494,7959.89,NA,NA,FALSE
1,"31/05/2013",78.02,3.466,2369.77,NA,NA,FALSE
1,"07/06/2013",76.44,3.439,3514.75,NA,NA,FALSE
1,"14/06/2013",79.86,3.431,12592.32,NA,NA,FALSE
1,"21/06/2013",81.35,3.479,8104.02,NA,NA,FALSE
1,"28/06/2013",83.94,3.495,4205.98,NA,NA,FALSE
1,"05/07/2013",79.85,3.422,7649.99,NA,NA,FALSE
1,"12/07/2013",83.12,3.4,6089.94,NA,NA,FALSE
1,"19/07/2013",79.26,3.556,3117.04,NA,NA,FALSE
1,"26/07/2013",81.54,3.62,332.17,NA,NA,FALSE
2,"05/02/2010",40.19,2.572,NA,210.7526053,8.324,FALSE
2,"12/02/2010",38.49,2.548,NA,210.8979935,8.324,TRUE
2,"19/02/2010",39.69,2.514,NA,210.9451605,8.324,FALSE
2,"26/02/2010",46.1,2.561,NA,210.9759573,8.324,FALSE
2,"05/03/2010",47.17,2.625,NA,211.0067542,8.324,FALSE
2,"12/03/2010",57.56,2.667,NA,211.037551,8.324,FALSE
2,"19/03/2010",54.52,2.72,NA,210.8733316,8.324,FALSE
2,"26/03/2010",51.26,2.732,NA,210.6766095,8.324,FALSE
2,"02/04/2010",63.27,2.719,NA,210.4798874,8.2,FALSE
2,"09/04/2010",65.41,2.77,NA,210.2831653,8.2,FALSE
2,"16/04/2010",68.07,2.808,NA,210.1495463,8.2,FALSE
2,"23/04/2010",65.11,2.795,NA,210.1000648,8.2,FALSE
2,"30/04/2010",66.98,2.78,NA,210.0505833,8.2,FALSE
2,"07/05/2010",71.28,2.835,NA,210.0011018,8.2,FALSE
2,"14/05/2010",73.31,2.854,NA,209.9984585,8.2,FALSE
2,"21/05/2010",74.83,2.826,NA,210.2768443,8.2,FALSE
2,"28/05/2010",81.13,2.759,NA,210.5552301,8.2,FALSE
2,"04/06/2010",81.81,2.705,NA,210.833616,8.2,FALSE
2,"11/06/2010",83.4,2.668,NA,211.1120018,8.2,FALSE
2,"18/06/2010",85.81,2.637,NA,211.1096543,8.2,FALSE
2,"25/06/2010",86.26,2.653,NA,210.9950134,8.2,FALSE
2,"02/07/2010",82.74,2.669,NA,210.8803726,8.099,FALSE
2,"09/07/2010",82.59,2.642,NA,210.7657317,8.099,FALSE
2,"16/07/2010",85.32,2.623,NA,210.7577954,8.099,FALSE
2,"23/07/2010",87.66,2.608,NA,210.8921319,8.099,FALSE
2,"30/07/2010",83.49,2.64,NA,211.0264684,8.099,FALSE
2,"06/08/2010",89.53,2.627,NA,211.1608049,8.099,FALSE
2,"13/08/2010",89.05,2.692,NA,211.2951413,8.099,FALSE
2,"20/08/2010",88.7,2.664,NA,211.2596586,8.099,FALSE
2,"27/08/2010",87.12,2.619,NA,211.2241759,8.099,FALSE
2,"03/09/2010",81.83,2.577,NA,211.1886931,8.099,FALSE
2,"10/09/2010",79.09,2.565,NA,211.1532104,8.099,TRUE
2,"17/09/2010",82.05,2.582,NA,211.1806415,8.099,FALSE
2,"24/09/2010",81.79,2.624,NA,211.2552578,8.099,FALSE
2,"01/10/2010",69.24,2.603,NA,211.3298742,8.163,FALSE
2,"08/10/2010",63.19,2.633,NA,211.4044906,8.163,FALSE
2,"15/10/2010",65.8,2.72,NA,211.4713286,8.163,FALSE
2,"22/10/2010",68.5,2.725,NA,211.5187208,8.163,FALSE
2,"29/10/2010",66.24,2.716,NA,211.5661131,8.163,FALSE
2,"05/11/2010",57.85,2.689,NA,211.6135053,8.163,FALSE
2,"12/11/2010",59.69,2.728,NA,211.6608975,8.163,FALSE
2,"19/11/2010",50.81,2.771,NA,211.5470304,8.163,FALSE
2,"26/11/2010",62.98,2.735,NA,211.4062867,8.163,TRUE
2,"03/12/2010",49.33,2.708,NA,211.265543,8.163,FALSE
2,"10/12/2010",45.5,2.843,NA,211.1247993,8.163,FALSE
2,"17/12/2010",47.55,2.869,NA,211.0645458,8.163,FALSE
2,"24/12/2010",49.97,2.886,NA,211.0646599,8.163,FALSE
2,"31/12/2010",47.3,2.943,NA,211.064774,8.163,TRUE
2,"07/01/2011",44.69,2.976,NA,211.0648881,8.028,FALSE
2,"14/01/2011",33.02,2.983,NA,211.1176713,8.028,FALSE
2,"21/01/2011",41.4,3.016,NA,211.4864691,8.028,FALSE
2,"28/01/2011",42.83,3.01,NA,211.8552668,8.028,FALSE
2,"04/02/2011",38.25,2.989,NA,212.2240646,8.028,FALSE
2,"11/02/2011",33.19,3.022,NA,212.5928624,8.028,TRUE
2,"18/02/2011",57.83,3.045,NA,212.9033115,8.028,FALSE
2,"25/02/2011",60.8,3.065,NA,213.190421,8.028,FALSE
2,"04/03/2011",57.77,3.288,NA,213.4775305,8.028,FALSE
2,"11/03/2011",52.7,3.459,NA,213.7646401,8.028,FALSE
2,"18/03/2011",62.32,3.488,NA,214.0156238,8.028,FALSE
2,"25/03/2011",69.42,3.473,NA,214.2521573,8.028,FALSE
2,"01/04/2011",55.43,3.524,NA,214.4886908,7.931,FALSE
2,"08/04/2011",67,3.622,NA,214.7252242,7.931,FALSE
2,"15/04/2011",69.48,3.743,NA,214.9420631,7.931,FALSE
2,"22/04/2011",69.39,3.807,NA,215.1096657,7.931,FALSE
2,"29/04/2011",69.21,3.81,NA,215.2772683,7.931,FALSE
2,"06/05/2011",61.48,3.906,NA,215.4448709,7.931,FALSE
2,"13/05/2011",74.61,3.899,NA,215.6124735,7.931,FALSE
2,"20/05/2011",67.14,3.907,NA,215.3834778,7.931,FALSE
2,"27/05/2011",76.42,3.786,NA,215.1544822,7.931,FALSE
2,"03/06/2011",83.07,3.699,NA,214.9254865,7.931,FALSE
2,"10/06/2011",83.4,3.648,NA,214.6964908,7.931,FALSE
2,"17/06/2011",86.53,3.637,NA,214.6513538,7.931,FALSE
2,"24/06/2011",85.17,3.594,NA,214.7441108,7.931,FALSE
2,"01/07/2011",85.69,3.524,NA,214.8368678,7.852,FALSE
2,"08/07/2011",87.7,3.48,NA,214.9296249,7.852,FALSE
2,"15/07/2011",89.83,3.575,NA,215.0134426,7.852,FALSE
2,"22/07/2011",89.34,3.651,NA,215.0749122,7.852,FALSE
2,"29/07/2011",90.07,3.682,NA,215.1363819,7.852,FALSE
2,"05/08/2011",93.34,3.684,NA,215.1978515,7.852,FALSE
2,"12/08/2011",91.58,3.638,NA,215.2593211,7.852,FALSE
2,"19/08/2011",89.86,3.554,NA,215.3229307,7.852,FALSE
2,"26/08/2011",90.45,3.523,NA,215.386897,7.852,FALSE
2,"02/09/2011",89.64,3.533,NA,215.4508632,7.852,FALSE
2,"09/09/2011",77.97,3.546,NA,215.5148295,7.852,TRUE
2,"16/09/2011",78.85,3.526,NA,215.6944378,7.852,FALSE
2,"23/09/2011",75.58,3.467,NA,216.0282356,7.852,FALSE
2,"30/09/2011",78.14,3.355,NA,216.3620333,7.852,FALSE
2,"07/10/2011",69.92,3.285,NA,216.6958311,7.441,FALSE
2,"14/10/2011",71.67,3.274,NA,217.0048261,7.441,FALSE
2,"21/10/2011",64.53,3.353,NA,217.1650042,7.441,FALSE
2,"28/10/2011",65.87,3.372,NA,217.3251824,7.441,FALSE
2,"04/11/2011",55.53,3.332,NA,217.4853605,7.441,FALSE
2,"11/11/2011",59.33,3.297,10797.64,217.6455387,7.441,FALSE
2,"18/11/2011",62.01,3.308,6490.92,217.8670218,7.441,FALSE
2,"25/11/2011",56.36,3.236,919.71,218.1130269,7.441,TRUE
2,"02/12/2011",48.74,3.172,8010.99,218.3590319,7.441,FALSE
2,"09/12/2011",41.76,3.158,11472.59,218.605037,7.441,FALSE
2,"16/12/2011",50.13,3.159,4908.83,218.8217928,7.441,FALSE
2,"23/12/2011",46.66,3.112,2971.04,218.9995495,7.441,FALSE
2,"30/12/2011",44.57,3.129,8321.44,219.1773063,7.441,TRUE
2,"06/01/2012",46.75,3.157,5886.72,219.355063,7.057,FALSE
2,"13/01/2012",45.99,3.261,4414.72,219.5328198,7.057,FALSE
2,"20/01/2012",51.7,3.268,6552.26,219.6258417,7.057,FALSE
2,"27/01/2012",50.5,3.29,1920.15,219.7188636,7.057,FALSE
2,"03/02/2012",55.21,3.36,75149.79,219.8118854,7.057,FALSE
2,"10/02/2012",46.98,3.409,13510.89,219.9049073,7.057,TRUE
2,"17/02/2012",43.82,3.51,13942.54,220.0651993,7.057,FALSE
2,"24/02/2012",54.63,3.555,13048.36,220.275944,7.057,FALSE
2,"02/03/2012",58.79,3.63,23901.27,220.4866886,7.057,FALSE
2,"09/03/2012",57.11,3.669,11784.91,220.6974332,7.057,FALSE
2,"16/03/2012",63.68,3.734,5965.99,220.8498468,7.057,FALSE
2,"23/03/2012",64.01,3.787,6008.98,220.9244858,7.057,FALSE
2,"30/03/2012",66.83,3.845,14369.3,220.9991248,7.057,FALSE
2,"06/04/2012",68.43,3.891,12132.59,221.0737638,6.891,FALSE
2,"13/04/2012",68.08,3.891,8994.04,221.1484028,6.891,FALSE
2,"20/04/2012",65.69,3.877,7311.02,221.2021074,6.891,FALSE
2,"27/04/2012",67.2,3.814,3076.68,221.255812,6.891,FALSE
2,"04/05/2012",76.73,3.749,23731.47,221.3095166,6.891,FALSE
2,"11/05/2012",73.87,3.688,16519.5,221.3632212,6.891,FALSE
2,"18/05/2012",71.27,3.63,9262.12,221.380331,6.891,FALSE
2,"25/05/2012",78.19,3.561,10701.32,221.3828029,6.891,FALSE
2,"01/06/2012",78.38,3.501,13091.33,221.3852748,6.891,FALSE
2,"08/06/2012",78.69,3.452,12162.04,221.3877467,6.891,FALSE
2,"15/06/2012",80.56,3.393,8573.41,221.4009901,6.891,FALSE
2,"22/06/2012",81.04,3.346,12126.02,221.4411622,6.891,FALSE
2,"29/06/2012",86.32,3.286,8495.34,221.4813343,6.891,FALSE
2,"06/07/2012",84.2,3.227,12355.5,221.5215064,6.565,FALSE
2,"13/07/2012",80.17,3.256,8354.65,221.5616784,6.565,FALSE
2,"20/07/2012",83.23,3.311,6961.58,221.5701123,6.565,FALSE
2,"27/07/2012",86.37,3.407,6999.14,221.5785461,6.565,FALSE
2,"03/08/2012",90.22,3.417,27650.68,221.5869799,6.565,FALSE
2,"10/08/2012",88.55,3.494,5554.54,221.5954138,6.565,FALSE
2,"17/08/2012",84.79,3.571,4774.16,221.6751459,6.565,FALSE
2,"24/08/2012",76.91,3.62,4759.7,221.8083518,6.565,FALSE
2,"31/08/2012",82.64,3.638,17500.26,221.9415576,6.565,FALSE
2,"07/09/2012",87.65,3.73,10658.86,222.0747635,6.565,TRUE
2,"14/09/2012",75.88,3.717,8325.93,222.2174395,6.565,FALSE
2,"21/09/2012",71.09,3.721,6707.94,222.4169362,6.565,FALSE
2,"28/09/2012",79.45,3.666,7106.05,222.6164329,6.565,FALSE
2,"05/10/2012",70.27,3.617,6037.76,222.8159296,6.17,FALSE
2,"12/10/2012",60.97,3.601,2145.5,223.0154263,6.17,FALSE
2,"19/10/2012",68.08,3.594,4461.89,223.0598077,6.17,FALSE
2,"26/10/2012",69.79,3.506,6152.59,223.0783366,6.17,FALSE
2,"02/11/2012",56.4,3.386,9585.99,223.0968655,6.17,FALSE
2,"09/11/2012",61.9,3.314,9497.69,223.1153944,6.17,FALSE
2,"16/11/2012",52.72,3.252,26925.38,223.1469028,6.17,FALSE
2,"23/11/2012",58.06,3.211,2280.54,223.1957173,6.17,TRUE
2,"30/11/2012",52.64,3.207,4764.84,223.2445318,6.17,FALSE
2,"07/12/2012",64.19,3.198,7303.66,223.2933463,6.17,FALSE
2,"14/12/2012",47.69,3.168,5550.46,223.3523969,6.17,FALSE
2,"21/12/2012",55.14,3.098,5692.66,223.4728642,6.17,FALSE
2,"28/12/2012",41.56,3.108,13194.12,223.5933316,6.17,TRUE
2,"04/01/2013",39.12,3.161,2045.13,223.7137989,6.237,FALSE
2,"11/01/2013",47.42,3.243,6722.95,223.8342663,6.237,FALSE
2,"18/01/2013",40.98,3.237,3737.16,223.86882,6.237,FALSE
2,"25/01/2013",51.33,3.227,1599.61,223.8690083,6.237,FALSE
2,"01/02/2013",54.75,3.244,13078.9,223.8691966,6.237,FALSE
2,"08/02/2013",56.08,3.417,63622.34,223.8693849,6.237,TRUE
2,"15/02/2013",48.92,3.475,16105.39,223.9106714,6.237,FALSE
2,"22/02/2013",48.16,3.597,6907.35,224.0547032,6.237,FALSE
2,"01/03/2013",46.08,3.711,6023.68,224.198735,6.237,FALSE
2,"08/03/2013",51.12,3.658,24134.43,224.3427668,6.237,FALSE
2,"15/03/2013",55.14,3.622,7640,224.469439,6.237,FALSE
2,"22/03/2013",59.97,3.611,11184.28,224.5527121,6.237,FALSE
2,"29/03/2013",50.54,3.606,8248.47,224.6359852,6.237,FALSE
2,"05/04/2013",58.3,3.583,16944.64,224.7192583,6.112,FALSE
2,"12/04/2013",61.23,3.529,10165.99,224.8025314,6.112,FALSE
2,"19/04/2013",67.05,3.451,6858.52,224.8025314,6.112,FALSE
2,"26/04/2013",58.13,3.417,2782.18,224.8025314,6.112,FALSE
2,"03/05/2013",65.26,3.386,12613.71,NA,NA,FALSE
2,"10/05/2013",63.51,3.392,7793.3,NA,NA,FALSE
2,"17/05/2013",70.55,3.454,6242.52,NA,NA,FALSE
2,"24/05/2013",76.83,3.494,6252.19,NA,NA,FALSE
2,"31/05/2013",78.05,3.466,2670.48,NA,NA,FALSE
2,"07/06/2013",76.2,3.439,13644.9,NA,NA,FALSE
2,"14/06/2013",80.91,3.431,9784.1,NA,NA,FALSE
2,"21/06/2013",81.11,3.479,7896.26,NA,NA,FALSE
2,"28/06/2013",85.37,3.495,8638.45,NA,NA,FALSE
2,"05/07/2013",79.48,3.422,11651.46,NA,NA,FALSE
2,"12/07/2013",85.41,3.4,7527.1,NA,NA,FALSE
2,"19/07/2013",79.16,3.556,3313.12,NA,NA,FALSE
2,"26/07/2013",83.17,3.62,1966.46,NA,NA,FALSE
3,"05/02/2010",45.71,2.572,NA,214.4248812,7.368,FALSE
3,"12/02/2010",47.93,2.548,NA,214.5747916,7.368,TRUE
3,"19/02/2010",47.07,2.514,NA,214.6198868,7.368,FALSE
3,"26/02/2010",52.05,2.561,NA,214.6475127,7.368,FALSE
3,"05/03/2010",53.04,2.625,NA,214.6751386,7.368,FALSE
3,"12/03/2010",63.08,2.667,NA,214.7027646,7.368,FALSE
3,"19/03/2010",60.42,2.72,NA,214.5301219,7.368,FALSE
3,"26/03/2010",57.06,2.732,NA,214.3241011,7.368,FALSE
3,"02/04/2010",65.56,2.719,NA,214.1180803,7.343,FALSE
3,"09/04/2010",68,2.77,NA,213.9120595,7.343,FALSE
3,"16/04/2010",66.98,2.808,NA,213.7726889,7.343,FALSE
3,"23/04/2010",67.87,2.795,NA,213.7221852,7.343,FALSE
3,"30/04/2010",70.24,2.78,NA,213.6716815,7.343,FALSE
3,"07/05/2010",73.47,2.835,NA,213.6211778,7.343,FALSE
3,"14/05/2010",77.18,2.854,NA,213.6196139,7.343,FALSE
3,"21/05/2010",75.81,2.826,NA,213.9116886,7.343,FALSE
